x_count,y_count,min_x,max_x,min_y,max_y,points
6.0,6.0,10.0,290.0,45.0,270.0,"[[0.04125, 0.0275, 0.0125, 0.005, -0.025, -0.03625], [0.0025, 0.0, 0.0025, -0.0175, -0.04125, -0.07125], [-0.00875, 0.00125, 0.00125, -0.03, -0.06875, -0.1], [-0.05625, -0.0325, -0.0025, -0.01375, -0.0475, -0.0775], [-0.0925, -0.08125, -0.05875, -0.0525, -0.0675, -0.0775], [-0.1225, -0.14125, -0.12625, -0.1225, -0.1425, -0.11375]]"
