x_count,y_count,min_x,max_x,min_y,max_y,points
6.0,6.0,10.0,290.0,45.0,270.0,"[[0.04375, 0.0325, 0.01625, 0.00125, -0.02625, -0.03625], [0.0025, 0.0, 0.00375, -0.0125, -0.03, -0.0725], [-0.00875, 0.00125, 0.00375, -0.0225, -0.06125, -0.10375], [-0.065, -0.03625, -0.01, -0.01625, -0.04125, -0.075], [-0.09625, -0.09125, -0.06375, -0.0525, -0.06875, -0.085], [-0.135, -0.14875, -0.13125, -0.12875, -0.14375, -0.1175]]"
